# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;24.82000000;182.13200000;.00000000;2822.44400000;3042.74780273;3039.63989258;3.10800004;2748.44400000;71.92400000;1.16400000;39.46400000;2587451392;1202827264
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;116.46400000;739.84800000;.00400000;4005.16800000;4868.63574219;4792.40380859;76.23200226;1082.61600000;2908.35600000;12.83200000;539.87600000;
07.12.2016 20:39:02;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;23.21600000;255.08000000;.00400000;2999.25200000;3285.85205078;3259.90795898;25.94400024;1968.68400000;1025.77600000;3.82400000;121.23600000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;29.26400000;233.89600000;.00400000;2890.47600000;3173.55590820;3168.01196289;5.54400015;2757.08000000;130.76400000;1.30000000;39.30800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.38000000;216.99600000;.00000000;2800.25200000;3041.43994141;3038.30395508;3.13599992;1814.31200000;982.80400000;2.24400000;73.40400000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;22.16800000;185.12000000;.00000000;2822.44000000;3042.89599609;3040.86791992;2.02800012;2734.68400000;85.68400000;1.15200000;39.47200000;2577342464;1198411776
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;111.58400000;726.30400000;.00000000;3534.32400000;4379.97998047;4225.62011719;154.36000061;1116.10000000;2405.08400000;11.78800000;535.45600000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;25.47600000;235.11600000;.00400000;2803.65600000;3071.15209961;3053.06811523;18.08399963;1974.25200000;824.61600000;3.84800000;107.84000000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;28.48000000;234.35200000;.00000000;2890.36000000;3174.87988281;3168.81591797;6.06400013;2781.99600000;105.15600000;1.42400000;39.30800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.64000000;216.93200000;.00400000;2794.73600000;3036.23608398;3031.56811523;4.66800022;1823.06800000;968.54000000;2.25200000;73.40000000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;19.44000000;187.82800000;.00400000;2822.45200000;3042.86401367;3041.31201172;1.55200005;2731.42800000;88.90800000;1.17600000;39.46400000;2595074048;1209778176
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:07;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;124.71600000;800.81200000;.01200000;3430.94800000;4364.00781250;4145.05175781;218.95599365;1137.36800000;2279.47200000;12.84800000;605.04800000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;25.36800000;242.20000000;.00000000;2795.96400000;3070.39990234;3045.29199219;25.10799980;1984.17600000;806.95600000;3.69600000;110.71600000;
07.12.2016 21:36:16;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;27.93600000;234.65600000;.00000000;2891.90000000;3175.95214844;3169.73608398;6.21600008;2748.52000000;140.11200000;1.44000000;39.30800000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;15.95200000;217.52400000;.00400000;2801.20400000;3042.53198242;3038.69189453;3.83999991;1811.44000000;986.70400000;2.23200000;73.39600000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;19.27200000;188.03600000;.00000000;2822.45200000;3042.91210938;3041.39599609;1.51600003;2740.52800000;79.82800000;1.16000000;39.46800000;2576142336;1188302848
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:08;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;113.57200000;735.14800000;.00000000;3712.60400000;4568.85986328;4366.46777344;202.39199829;1120.96800000;2579.58000000;10.69200000;546.11200000;
07.12.2016 20:39:01;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;24.45200000;243.83200000;.00000000;2891.56400000;3168.94018555;3128.84008789;40.09999847;1979.71200000;907.52000000;3.28000000;110.65200000;
07.12.2016 21:36:15;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;26.23200000;236.62800000;.00400000;2891.47600000;3180.32812500;3174.67602539;5.65199995;2755.45600000;133.49200000;1.23600000;39.31200000;
08.12.2016 16:00:43;neon;         32;          8;          8;          8;          1;        512;      92160;   1.000;16.85200000;215.90800000;.00000000;2777.02400000;3017.74804688;3010.88403320;6.86399984;1837.57200000;936.37200000;2.18400000;73.40400000;
08.12.2016 16:51:31;neon;         16;          8;          8;          8;          1;        512;      92160;   1.000;19.54800000;187.85600000;.00400000;2822.44800000;3042.98803711;3041.57202148;1.41600001;2752.44800000;67.89600000;1.18000000;39.46800000;2577588224;1187778560 
# Stamp; Host; NProc; X; Y; Z; F; Total FE; Total M; End Time; Dur. Init; Stretch Sim; Int. Init; Main Sim; Total; Total (User); Total (System); ODE; Parabolic; FE; FE before Main Sim" 
07.12.2016 19:43:07;neon;         64;          8;          8;          8;          1;        512;      92160;   1.000;113.46000000;744.92400000;.00400000;3865.28800000;4729.69580078;4594.88378906;134.81199646;1109.63600000;2741.76400000;12.62800000;556.76400000;
